,emoji_sent,UserScreenName,UserName,Timestamp,Likes,Comments,Retweets,Tweet URL,neg,neu,pos,compound
237,0.221,ⓕⓤⓝⓚⓞⓗⓞⓛⓘⓒ ⓙⓐⓨ,@Topetahpbpn,2022-06-25,,1.0,1.0,https://twitter.com/Topetahpbpn/status/1540780209275752448,0.073,0.84,0.088,-0.1511
238,0.0,Buffy Riffle,@Buffy67304021,2022-06-25,,,,https://twitter.com/Buffy67304021/status/1540771865949442051,0.0,1.0,0.0,0.0
239,0.0,Luke Combs Fan,@GoldBlooded79,2022-06-25,,,1.0,https://twitter.com/GoldBlooded79/status/1540768656765976576,0.104,0.896,0.0,-0.1027
240,0.0,Nick “THE SUPER MARK” Tullo,@TipToeWithTullo,2022-06-25,1.0,,1.0,https://twitter.com/TipToeWithTullo/status/1540748956061143040,0.0,0.92,0.08,0.0772
241,0.0,Joshua Hunter,@MR_PA_Guy,2022-06-25,,,2.0,https://twitter.com/MR_PA_Guy/status/1540746714507649025,0.0,0.903,0.097,0.4019
242,0.0,City Cafe,@ngcitycafe,2022-06-25,,,2.0,https://twitter.com/ngcitycafe/status/1540734727115505664,0.0,1.0,0.0,0.0
243,0.0,City Cafe,@ngcitycafe,2022-06-25,1.0,2.0,8.0,https://twitter.com/ngcitycafe/status/1540731244262002689,0.0,0.843,0.157,0.4215
244,0.0,Dr. Tasslyn Magnusson,@TasslynM,2022-06-25,,,1.0,https://twitter.com/TasslynM/status/1540703658261721088,0.109,0.743,0.148,0.2003
245,0.0,Chris Baker,@SplinteredEsq,2022-06-25,,,1.0,https://twitter.com/SplinteredEsq/status/1540692050802270210,0.22,0.61,0.171,-0.2023
246,0.0,Steve Hasting,@durandurantulsa,2022-06-25,,,,https://twitter.com/durandurantulsa/status/1540606547600048131,0.0,1.0,0.0,0.0
247,0.277,Gloria,@GloriaHolloway_,2022-06-25,,1.0,1.0,https://twitter.com/GloriaHolloway_/status/1540559672213925888,0.0,0.681,0.319,0.5777
248,0.0,We used to be monkeys,@collincowart,2022-06-25,,1.0,,https://twitter.com/collincowart/status/1540556715392995328,0.0,1.0,0.0,0.0
249,0.221,Cathy Newman,@cenewman0,2022-06-25,,,5.0,https://twitter.com/cenewman0/status/1540521722411204608,0.0,0.905,0.095,0.296
250,0.0,David Sabolcik,@davidsabolcik,2022-06-30,1.0,,4.0,https://twitter.com/davidsabolcik/status/1542324912764772353,0.0,0.64,0.36,0.9583
251,0.0,jaybake,@jaybake,2022-06-30,,2.0,3.0,https://twitter.com/jaybake/status/1542320080918175744,0.188,0.677,0.135,-0.1779
252,0.0,CptGoose30,@CptGoose30,2022-06-30,1.0,7.0,9.0,https://twitter.com/CptGoose30/status/1542318166654820354,0.0,0.874,0.126,0.6174
253,0.442,Riggs,@RiggsRadio,2022-06-30,,,1.0,https://twitter.com/RiggsRadio/status/1542312664315076610,0.08,0.657,0.263,0.6114
254,0.0,Johnny Gamble,@gambombs,2022-06-29,,,,https://twitter.com/gambombs/status/1542295121659666433,0.0,1.0,0.0,0.0
255,0.0,Julie Maguire,@Julie__Maguire,2022-06-29,,1.0,,https://twitter.com/Julie__Maguire/status/1542290252848676865,0.0,1.0,0.0,0.0
256,0.0,JenJen,@iuchick23,2022-06-29,,,1.0,https://twitter.com/iuchick23/status/1542288060548784130,0.0,0.752,0.248,0.5093
257,0.0,here for one more day,@BobbySong13,2022-06-29,,,1.0,https://twitter.com/BobbySong13/status/1542274750101262336,0.198,0.695,0.107,-0.3561
258,0.4423333333333333,Radar,@TonyRadarRadio,2022-06-29,,1.0,1.0,https://twitter.com/TonyRadarRadio/status/1542273797406937088,0.0,0.609,0.391,0.6696
259,0.0,Robert Brown (74-88),@rbrown2217,2022-06-29,,,,https://twitter.com/rbrown2217/status/1542227656418201602,0.0,0.943,0.057,0.2023
260,0.0,Evan Gross. Yes. Really.,@cerberus144,2022-06-29,,,1.0,https://twitter.com/cerberus144/status/1542156932470956036,0.0,1.0,0.0,0.0
261,0.2,Zairo Ray,@ZairoRay214,2022-06-29,,2.0,16.0,https://twitter.com/ZairoRay214/status/1542154787516473344,0.276,0.676,0.048,-0.8957
262,0.221,Luke Combs Fan,@GoldBlooded79,2022-06-29,1.0,1.0,2.0,https://twitter.com/GoldBlooded79/status/1542076688724541440,0.0,0.865,0.135,0.3612
263,0.6576000000000001,ChelseaNicole(◔‿◔),@ChelseaEbbNFlow,2022-06-29,1.0,29.0,14.0,https://twitter.com/ChelseaEbbNFlow/status/1542073158999605248,0.0,1.0,0.0,0.0
264,0.0,Ainsley Winters,@ainsley_winters,2022-06-29,1.0,,3.0,https://twitter.com/ainsley_winters/status/1541936817670426631,0.0,0.926,0.074,0.34
265,0.118,Five Foot Five Degrees Photog,@FiveFootPhotog,2022-06-28,,1.0,1.0,https://twitter.com/FiveFootPhotog/status/1541930115294183426,0.295,0.705,0.0,-0.6808
266,0.0,Nashville Sounds,@nashvillesounds,2022-06-28,2.0,2.0,1.0,https://twitter.com/nashvillesounds/status/1541904002279002112,0.0,1.0,0.0,0.0
267,0.0,Stephanie Bjork,@stephbjork,2022-06-28,,,2.0,https://twitter.com/stephbjork/status/1541794657583210496,0.0,1.0,0.0,0.0
268,0.0,Javi,@BabbyFlair,2022-06-28,,,,https://twitter.com/BabbyFlair/status/1541723503216525316,0.0,1.0,0.0,0.0
269,0.0,Hannah,@HannahhGracee21,2022-06-28,,,1.0,https://twitter.com/HannahhGracee21/status/1541630112331857923,0.039,0.797,0.164,0.5182
270,0.0,Colleen Herbert,@CocoFrost,2022-06-28,,,,https://twitter.com/CocoFrost/status/1541613689303875584,0.0,1.0,0.0,0.0
271,0.0,eric,@hairdryer99,2022-07-03,1.0,1.0,1.0,https://twitter.com/hairdryer99/status/1543742756710846464,0.0,0.754,0.246,0.7351
272,0.0,Ileana (ill-lee-ana),@V_Flores96,2022-07-03,,,3.0,https://twitter.com/V_Flores96/status/1543703466224357377,0.0,0.635,0.365,0.3182
273,0.0,Gary Singer @GarySingerMD@med-mastodon.com,Gary Singer @GarySingerMD@med-mastodon.com,2022-07-03,,,,https://twitter.com/GarySingerMD/status/1543650487504871424,0.0,1.0,0.0,0.0
274,0.0,Katie Bradley,@mariah81766,2022-07-03,,,,https://twitter.com/mariah81766/status/1543646123369398272,0.239,0.761,0.0,-0.7659
275,0.0,I don’t know shit about fuck,@WestSheEVERHad,2022-07-03,,,1.0,https://twitter.com/WestSheEVERHad/status/1543623727841218560,0.0,0.692,0.308,0.6997
276,0.221,Mojica Nation,@JoseMoj69742446,2022-07-03,,1.0,,https://twitter.com/JoseMoj69742446/status/1543584048722976768,0.0,0.901,0.099,0.4939
277,0.0,MAINSTREET BLAKE MAGAZINE.,@CaseIHRedZone,2022-07-03,,,,https://twitter.com/CaseIHRedZone/status/1543512050881728513,0.248,0.752,0.0,-0.7131
278,0.0,Becky D'Anna,@hwoodminotaur,2022-07-03,,,1.0,https://twitter.com/hwoodminotaur/status/1543437230537969664,0.0,0.317,0.683,0.8949
279,0.0,HealthOverEverything,@poundaway,2022-07-03,,,,https://twitter.com/poundaway/status/1543418422658158594,0.0,1.0,0.0,0.0
280,0.0,Mister 4th Row,@Mister4thRow,2022-07-03,,,,https://twitter.com/Mister4thRow/status/1543410921258643456,0.0,0.843,0.157,0.5204
281,0.45,Fascism Sucks,@ted_rood,2022-07-03,,,2.0,https://twitter.com/ted_rood/status/1543398442269122561,0.0,1.0,0.0,0.0
282,0.0,Big Bigot,@Kp2Kool,2022-07-02,,,,https://twitter.com/Kp2Kool/status/1543345057520095232,0.162,0.838,0.0,-0.5041
283,0.0,Richard Thiccson,@kdcarlson15,2022-07-02,,,,https://twitter.com/kdcarlson15/status/1543317952916848640,0.0,1.0,0.0,0.0
284,0.0,King Nom,@buehrlecat,2022-07-02,,1.0,1.0,https://twitter.com/buehrlecat/status/1543290095842762755,0.0,1.0,0.0,0.0
285,0.196,Danny D.,@CLEthaLAND,2022-07-02,,,,https://twitter.com/CLEthaLAND/status/1543274226601312256,0.0,0.879,0.121,0.5106
286,0.0,Tommy Woo,@Tommylwoo,2022-07-02,,,,https://twitter.com/Tommylwoo/status/1543269657611747331,0.069,0.866,0.065,-0.0366
287,0.464,Josh,@jwstaton78,2022-07-02,,,,https://twitter.com/jwstaton78/status/1543261840364404741,0.236,0.607,0.157,-0.1441
288,0.0,Marissa Beeson F,@ChicoDanny4,2022-07-02,,,1.0,https://twitter.com/ChicoDanny4/status/1543219032740040704,0.0,0.778,0.222,0.7717
289,0.0,Olen Wayne Smith,@OlenSmith17,2022-07-02,,1.0,2.0,https://twitter.com/OlenSmith17/status/1543119011902373890,0.124,0.796,0.08,-0.25
290,0.45,Terry Watkins,@Mail0007Terry,2022-07-02,,,2.0,https://twitter.com/Mail0007Terry/status/1543086518385926144,0.0,1.0,0.0,0.0
291,0.0,E. Wilson Winch,@WilsonWinch,2022-07-02,,,3.0,https://twitter.com/WilsonWinch/status/1543059261202235392,0.0,0.966,0.034,0.0258
292,-0.146,Paid to be agitate willing to annoy for free. #BLM,@larryn1966,2022-07-02,,,2.0,https://twitter.com/larryn1966/status/1543036345374875649,0.0,1.0,0.0,0.0
293,0.0,Tankbro11,@Tankbro11,2022-07-02,,,1.0,https://twitter.com/Tankbro11/status/1543031481215451136,0.0,1.0,0.0,0.0
294,0.0,Cam Adams,@byCamAdams,2022-07-01,10.0,2.0,21.0,https://twitter.com/byCamAdams/status/1543004361768443906,0.08,0.833,0.086,0.1027
295,0.0,הרמן אולדריג' ג'וני אולדריג',@HermanAldridge,2022-07-01,,1.0,,https://twitter.com/HermanAldridge/status/1542991132552052737,0.0,0.723,0.277,0.3182
296,0.0,Steve Sullivan,@sully7777,2022-07-01,7.0,,229.0,https://twitter.com/sully7777/status/1542870673940484100,0.0,0.745,0.255,0.7579
297,0.0,Steve Sullivan,@sully7777,2022-07-01,,5.0,44.0,https://twitter.com/sully7777/status/1542869764250509315,0.12,0.88,0.0,-0.128
298,0.22100000000000006,"Xena, Warrior Chicken",@AthenaOfChicken,2022-07-01,2.0,1.0,7.0,https://twitter.com/AthenaOfChicken/status/1542863056111341569,0.0,0.629,0.371,0.7088
299,0.0,Nick Ponton,@nick_ponton,2022-07-01,,1.0,4.0,https://twitter.com/nick_ponton/status/1542684071595319297,0.0,1.0,0.0,0.0
300,0.0,Jean Forbes Jones,@jaforbes59,2022-07-01,,,,https://twitter.com/jaforbes59/status/1542664094175698950,0.275,0.725,0.0,-0.4874
301,0.0,#SCORNHUBB,@hagman_brian,2022-07-06,,,,https://twitter.com/hagman_brian/status/1544831291450740736,0.0,0.81,0.19,0.7269
302,0.702,Bean,@BeanPie39,2022-07-06,,,,https://twitter.com/BeanPie39/status/1544798912602673159,0.049,0.729,0.222,0.7717
303,0.0,Brandon,@fenderdean13,2022-07-06,,,,https://twitter.com/fenderdean13/status/1544796532951613443,0.2,0.727,0.073,-0.7096
304,0.5128333333333334,Auntie Babs,@Babs_Carroll,2022-07-06,,,,https://twitter.com/Babs_Carroll/status/1544791004590522370,0.0,0.773,0.227,0.891
305,0.0,Jason Cannon,@iJasonPro,2022-07-06,,,6.0,https://twitter.com/iJasonPro/status/1544787965087518720,0.122,0.878,0.0,-0.0644
306,0.0,Dibs Endorser,@ekgundy,2022-07-06,,,,https://twitter.com/ekgundy/status/1544766634669342721,0.0,0.813,0.187,0.3182
307,0.0,Rebecca Chulew,@germanfrancie,2022-07-06,1.0,,4.0,https://twitter.com/germanfrancie/status/1544751902054834181,0.0,0.73,0.27,0.5719
308,0.0,Colin Lord,@colinlord,2022-07-06,,1.0,2.0,https://twitter.com/colinlord/status/1544672473114976258,0.0,0.722,0.278,0.4019
309,0.0,WxMamaBear,@Sioux1995,2022-07-06,,,1.0,https://twitter.com/Sioux1995/status/1544632074144980992,0.08,0.828,0.092,0.0992
310,0.457,𝖇𝖗𝖎𝖆𝖓𝖓𝖆 ۵,@xplrbria,2022-07-06,,,1.0,https://twitter.com/xplrbria/status/1544579925042012160,0.0,0.894,0.106,0.0772
311,0.0,greenan,@XpSav,2022-07-06,,,,https://twitter.com/XpSav/status/1544566331948793859,0.0,1.0,0.0,0.0
312,0.0,Taylør,@taylornew_,2022-07-06,,,1.0,https://twitter.com/taylornew_/status/1544539617080254473,0.046,0.954,0.0,-0.0644
313,0.0,Shannan Beck,@shannan_beck,2022-07-06,,1.0,3.0,https://twitter.com/shannan_beck/status/1544515643218821120,0.083,0.826,0.091,0.3348
314,0.3554166666666667,Prince Reyno レイノ王子,@InterviewPrince,2022-07-06,,6.0,5.0,https://twitter.com/InterviewPrince/status/1544497434121736192,0.0,1.0,0.0,0.0
315,0.0,I Died In The Bible,@DieAbelDie,2022-07-06,,2.0,,https://twitter.com/DieAbelDie/status/1544481031603965952,0.0,0.633,0.367,0.4404
316,0.0,UTEP_MINERO,@JoeJohnSr,2022-07-05,,,,https://twitter.com/JoeJohnSr/status/1544455744476442624,0.0,0.896,0.104,0.1901
317,0.0,Lemichael D. Wilson,@ViceChairLPTN,2022-07-05,2.0,10.0,13.0,https://twitter.com/ViceChairLPTN/status/1544448559004745729,0.0,0.668,0.332,0.5399
318,0.0,Art & Clay on Main/Square 7 Coffee House,@150WestMain,2022-07-05,,,,https://twitter.com/150WestMain/status/1544398871874469888,0.0,0.856,0.144,0.7639
319,0.0,Witty Name Loading...,@scoatnee36,2022-07-05,,1.0,7.0,https://twitter.com/scoatnee36/status/1544334232532750336,0.039,0.76,0.201,0.7932
320,0.0,My Birthday is January 18th.,@eclecticmontez,2022-07-05,,,,https://twitter.com/eclecticmontez/status/1544163906393985025,0.259,0.57,0.171,-0.34
321,0.0,The Real Hood,@Lasvegashub,2022-07-05,2.0,,5.0,https://twitter.com/Lasvegashub/status/1544126200359989250,0.0,0.815,0.185,0.875
322,0.0,Timothy Arrick,@ArrickSports,2022-07-05,,,2.0,https://twitter.com/ArrickSports/status/1544126198816641032,0.0,0.615,0.385,0.3612
323,0.0,8zach-attack8,@zachmk89,2022-07-04,,,2.0,https://twitter.com/zachmk89/status/1543981939908120577,0.0,0.856,0.144,0.4939
324,0.38000000000000006,ChristinaⓋ,@cvondrashek,2022-07-04,,,,https://twitter.com/cvondrashek/status/1543965764595732481,0.0,1.0,0.0,0.0
325,0.571,Randy Hinshaw II,@RHRacing1,2022-07-04,,,3.0,https://twitter.com/RHRacing1/status/1543954953210822657,0.0,0.757,0.243,0.8126
326,0.713,Aimee,@racerbluegold,2022-07-04,1.0,5.0,14.0,https://twitter.com/racerbluegold/status/1543823401860595713,0.0,1.0,0.0,0.0
327,0.0,Josh Hayes,@Coach_Hayes32,2022-07-04,,,1.0,https://twitter.com/Coach_Hayes32/status/1543796368640180224,0.0,1.0,0.0,0.0
328,0.0,Endless Dan Moore,@danup,2022-07-04,,1.0,5.0,https://twitter.com/danup/status/1543783324904132608,0.053,0.714,0.233,0.8689
329,0.0,sipho mbingo/ ً,@mbingo_sipho,2022-07-09,,,,https://twitter.com/mbingo_sipho/status/1545907371960143872,0.09,0.797,0.114,0.1027
330,0.0,sipho mbingo/ ً,@mbingo_sipho,2022-07-09,,,1.0,https://twitter.com/mbingo_sipho/status/1545904457254313984,0.0,1.0,0.0,0.0
331,0.23950000000000002,Grip n Rip,@imglovinit,2022-07-09,,,,https://twitter.com/imglovinit/status/1545895079084142592,0.288,0.712,0.0,-0.782
332,0.0,PHNX Diamondbacks,@PHNX_Dbacks,2022-07-09,3.0,1.0,54.0,https://twitter.com/PHNX_Dbacks/status/1545889570360737792,0.309,0.579,0.112,-0.7269
333,0.0,Jonathan,@JtorresAZ,2022-07-09,,1.0,,https://twitter.com/JtorresAZ/status/1545851087919362049,0.087,0.913,0.0,-0.3182
334,0.0,Sandi Long,@Purplepass61,2022-07-09,,,,https://twitter.com/Purplepass61/status/1545845882893045762,0.0,0.683,0.317,0.7886
335,0.0,QueerlyDiscontent2,@AmishScientist,2022-07-09,,,,https://twitter.com/AmishScientist/status/1545824869748658177,0.0,0.902,0.098,0.5983
336,0.0,Bill Kauth,@kauth_bill,2022-07-09,,,,https://twitter.com/kauth_bill/status/1545818315511177217,0.0,0.527,0.473,0.5562
337,0.0,Matt #HereWeGo #WeAre,@GoldnBlack2021,2022-07-09,,,,https://twitter.com/GoldnBlack2021/status/1545816935174111233,0.176,0.824,0.0,-0.3736
338,0.0,Kawika Harper,@HarperKawika,2022-07-09,,,,https://twitter.com/HarperKawika/status/1545782035918241792,0.184,0.603,0.213,0.4588
339,0.0,Troy House,@troy_house,2022-07-09,,1.0,,https://twitter.com/troy_house/status/1545622400817152000,0.124,0.681,0.196,0.4636
340,0.0,Brian Alston,@brian4dotcom,2022-07-09,,,2.0,https://twitter.com/brian4dotcom/status/1545613289031290881,0.0,1.0,0.0,0.0
341,0.0,Trevor Roberts,@trev_roberts_,2022-07-09,,,,https://twitter.com/trev_roberts_/status/1545579188618510337,0.242,0.593,0.165,-0.2895
342,0.0,Christopher Walker,@TheBourbonBeard,2022-07-09,,,1.0,https://twitter.com/TheBourbonBeard/status/1545559615877926915,0.0,1.0,0.0,0.0
343,0.11800000000000001,Bruce le parisien ute fan,@BrucePerdu,2022-07-08,,,,https://twitter.com/BrucePerdu/status/1545555251444404224,0.0,0.824,0.176,0.8588
344,-0.093,Lacye.,@lacyecarney,2022-07-08,,,,https://twitter.com/lacyecarney/status/1545523343448760323,0.0,1.0,0.0,0.0
345,0.0,"Jerry Reyes, RB and B&B Clown College '82 #resist",@Firefax,2022-07-08,,1.0,3.0,https://twitter.com/Firefax/status/1545497203031977984,0.242,0.758,0.0,-0.1531
346,0.0,Kawika Harper,@HarperKawika,2022-07-08,,,,https://twitter.com/HarperKawika/status/1545486422605545480,0.228,0.64,0.132,-0.8519
347,0.0,Spooky Dave,@812TheCount,2022-07-08,,,6.0,https://twitter.com/812TheCount/status/1545482983481741316,0.0,0.734,0.266,0.4404
348,0.0,Greg Ostravich,@GregOstravich,2022-07-08,,1.0,,https://twitter.com/GregOstravich/status/1545274078419832832,0.167,0.606,0.227,0.4118
349,0.0,eekendGabe,@WeekendGabe,2022-07-08,,1.0,1.0,https://twitter.com/WeekendGabe/status/1545251180065980422,0.0,1.0,0.0,0.0
350,0.0,Andrew Pollesel,@andrewpollesel,2022-07-08,1.0,1.0,4.0,https://twitter.com/andrewpollesel/status/1545241657389436933,0.0,1.0,0.0,0.0
351,0.0,Mark Ostermann,@DetroitMark,2022-07-07,2.0,2.0,11.0,https://twitter.com/DetroitMark/status/1545100653231570948,0.0,1.0,0.0,0.0
352,0.0,nomad_hunter99,@bugslife16,2022-07-07,,1.0,3.0,https://twitter.com/bugslife16/status/1545091943431938050,0.0,1.0,0.0,0.0
353,0.0,𝗦𝗡𝗧,@chrisjeffery,2022-07-07,,,3.0,https://twitter.com/chrisjeffery/status/1545080394541924357,0.153,0.847,0.0,-0.6705
354,0.333,Shehzad Lakhani,@shezlak,2022-07-07,,,,https://twitter.com/shezlak/status/1545079465348399112,0.0,0.772,0.228,0.6996
355,-0.667,nomad_hunter99,@bugslife16,2022-07-07,,1.0,,https://twitter.com/bugslife16/status/1545067148829020160,0.0,1.0,0.0,0.0
356,-0.003799999999999998,Hoodie Connoisseur,@TxxRedd,2022-07-07,,1.0,7.0,https://twitter.com/TxxRedd/status/1545035092678025218,0.247,0.68,0.073,-0.9231
357,0.0,ishmiel raggs,@ishmielraggs,2022-07-07,,,,https://twitter.com/ishmielraggs/status/1544996383060631552,0.044,0.727,0.229,0.8807
358,0.179,Salt Rave City,@saltravecity,2022-07-07,1.0,,5.0,https://twitter.com/saltravecity/status/1544895297511247872,0.0,0.789,0.211,0.6124
359,0.0,Dilip,@DilipRa90006465,2022-07-07,,,,https://twitter.com/DilipRa90006465/status/1544865974360461312,0.0,1.0,0.0,0.0
360,0.17044444444444448,elenu_gbigbe,@sussypascal,2022-07-07,,1.0,1.0,https://twitter.com/sussypascal/status/1544849086217682944,0.108,0.892,0.0,-0.594
361,0.182,Michael Dillon,@OneTooTall,2022-07-07,,,,https://twitter.com/OneTooTall/status/1544842083650895873,0.0,1.0,0.0,0.0
362,0.0,"New year, new (same) Shawn",@golfingUte31,2022-07-12,,1.0,1.0,https://twitter.com/golfingUte31/status/1546970133205176320,0.0,0.858,0.142,0.3919
363,0.0,jo,@lilwindybitch,2022-07-12,,,4.0,https://twitter.com/lilwindybitch/status/1546969920394723328,0.0,0.836,0.164,0.5994
364,0.0,"New year, new (same) Shawn",@golfingUte31,2022-07-12,,1.0,1.0,https://twitter.com/golfingUte31/status/1546969592894935041,0.0,0.833,0.167,0.4939
365,0.0,Kimmy Martino,@kimmymartino,2022-07-12,11.0,,56.0,https://twitter.com/kimmymartino/status/1546922353828954112,0.102,0.703,0.195,0.4391
366,0.0,𝖗𝖆𝖋𝖆,@yorafarafa,2022-07-12,,,1.0,https://twitter.com/yorafarafa/status/1546921558505132032,0.0,0.892,0.108,0.4404
367,0.0,Jim Moore,@stkmkt1,2022-07-12,,,,https://twitter.com/stkmkt1/status/1546912743764250627,0.135,0.865,0.0,-0.4404
